Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
2017-08-11,19:50:00,Western Bulldogs,GWS Giants,Marvel Stadium,57,105,NA,7,15,16,9,2.2,1.66
2017-08-06,16:10:00,Adelaide,Port Adelaide,Adelaide Oval,130,46,NA,18,22,7,4,1.51,2.54
2017-08-06,15:20:00,Richmond,Hawthorn,MCG,93,64,NA,13,15,9,10,1.69,2.16
2017-08-06,13:10:00,St Kilda,West Coast,Marvel Stadium,103,95,NA,15,13,14,11,1.71,2.13
2017-08-05,17:40:00,Fremantle,Gold Coast,Domain Stadium,90,67,NA,12,18,10,7,1.54,2.47
2017-08-05,19:25:00,North Melbourne,Collingwood,Marvel Stadium,57,111,NA,7,15,16,15,2.81,1.43
2017-08-05,16:35:00,Brisbane,Western Bulldogs,Gabba,89,103,NA,13,11,14,19,4.1,1.23
2017-08-05,14:10:00,Essendon,Carlton,MCG,84,76,NA,11,18,11,10,1.22,4.25
2017-08-05,13:45:00,GWS Giants,Melbourne,UNSW Canberra Oval,97,62,NA,14,13,10,2,1.66,2.21
2017-08-04,19:50:00,Geelong,Sydney,GMHBA Stadium,61,107,NA,8,13,16,11,2.27,1.63
2017-07-30,14:40:00,West Coast,Brisbane,Domain Stadium,113,45,NA,17,11,6,9,1.07,8.25
2017-07-30,15:20:00,Collingwood,Adelaide,MCG,103,103,NA,15,13,16,7,2.59,1.5
2017-07-30,13:10:00,Western Bulldogs,Essendon,Marvel Stadium,127,97,NA,19,13,13,19,2.14,1.7
2017-07-29,19:25:00,Carlton,Geelong,Marvel Stadium,58,123,NA,8,10,18,15,3.71,1.27
2017-07-29,19:25:00,Gold Coast,Richmond,Metricon Stadium,65,98,NA,10,5,14,14,2.83,1.42
2017-07-29,16:45:00,Port Adelaide,St Kilda,Adelaide Oval,63,61,NA,9,9,8,13,1.16,5.15
2017-07-29,14:10:00,GWS Giants,Fremantle,Spotless Stadium,98,86,NA,13,20,13,8,1.09,7.23
2017-07-29,13:45:00,North Melbourne,Melbourne,Blundstone Arena,76,72,NA,11,10,10,12,3.07,1.37
2017-07-28,19:50:00,Hawthorn,Sydney,MCG,72,66,NA,10,12,9,12,2.73,1.45
2017-07-23,16:40:00,Brisbane,Carlton,Gabba,112,82,NA,17,10,11,16,1.97,1.81
2017-07-23,15:20:00,Collingwood,West Coast,Marvel Stadium,93,85,NA,13,15,13,7,1.87,1.92
2017-07-23,13:10:00,Richmond,GWS Giants,MCG,64,45,NA,9,10,6,9,2.24,1.64
2017-07-22,17:40:00,Fremantle,Hawthorn,Domain Stadium,48,100,NA,7,6,15,10,2.09,1.73
2017-07-22,19:25:00,Sydney,St Kilda,SCG,101,59,NA,14,17,9,5,1.21,4.36
2017-07-22,16:05:00,Western Bulldogs,Gold Coast,Cazaly’s Stadium,110,56,NA,16,14,8,8,1.27,3.68
2017-07-22,14:10:00,Melbourne,Port Adelaide,MCG,88,65,NA,13,10,9,11,2.22,1.65
2017-07-22,13:45:00,Essendon,North Melbourne,Marvel Stadium,132,105,NA,20,12,16,9,1.19,4.78
2017-07-21,19:50:00,Adelaide,Geelong,Adelaide Oval,91,70,NA,13,13,10,10,1.52,2.53
2017-07-16,14:40:00,Fremantle,West Coast,Domain Stadium,44,74,NA,5,14,11,8,3.21,1.35
2017-07-16,15:20:00,Carlton,Western Bulldogs,MCG,62,82,NA,9,8,12,10,2.38,1.57
2017-07-16,13:10:00,Richmond,Brisbane,Marvel Stadium,112,81,NA,16,16,12,9,1.14,5.46
2017-07-15,19:10:00,Melbourne,Adelaide,TIO Stadium,70,116,NA,10,10,17,14,3.29,1.33
2017-07-15,19:25:00,GWS Giants,Sydney,Spotless Stadium,83,96,NA,12,11,14,12,2.09,1.73
2017-07-15,16:35:00,Gold Coast,Collingwood,Metricon Stadium,88,103,NA,13,10,15,13,1.79,2
2017-07-15,14:10:00,Port Adelaide,North Melbourne,Adelaide Oval,127,57,NA,19,13,8,9,1.12,6.19
2017-07-15,13:45:00,Geelong,Hawthorn,MCG,88,85,NA,13,10,12,13,1.36,3.13
2017-07-14,19:50:00,St Kilda,Essendon,Marvel Stadium,57,118,NA,7,15,17,16,1.78,2.02
2017-07-09,14:40:00,West Coast,Port Adelaide,Domain Stadium,88,120,NA,13,10,18,12,1.79,2.02
2017-07-09,15:20:00,Carlton,Melbourne,MCG,82,90,NA,12,10,14,6,2.57,1.5
2017-07-09,13:10:00,North Melbourne,Fremantle,Marvel Stadium,82,86,NA,12,10,13,8,1.41,2.9
2017-07-08,19:25:00,Brisbane,Geelong,Gabba,78,163,NA,11,12,25,13,4.11,1.23
2017-07-08,19:25:00,St Kilda,Richmond,Marvel Stadium,138,71,NA,21,12,10,11,2.28,1.62
2017-07-08,16:35:00,Sydney,Gold Coast,SCG,118,51,NA,17,16,7,9,1.13,5.81
2017-07-08,14:10:00,Collingwood,Essendon,MCG,80,117,NA,12,8,18,9,1.81,1.97
2017-07-08,13:45:00,Hawthorn,GWS Giants,University of Tasmania Stadium,97,97,NA,14,13,15,7,2.57,1.5
2017-07-07,19:50:00,Adelaide,Western Bulldogs,Adelaide Oval,104,45,NA,16,8,5,15,1.31,3.41
2017-07-02,14:40:00,Fremantle,St Kilda,Domain Stadium,80,89,NA,12,8,12,17,2.42,1.56
2017-07-02,15:20:00,Hawthorn,Collingwood,MCG,118,94,NA,18,10,14,10,2.25,1.63
2017-07-02,13:10:00,Essendon,Brisbane,Marvel Stadium,82,90,NA,11,16,13,12,1.08,7.35
2017-07-01,19:10:00,Port Adelaide,Richmond,Adelaide Oval,63,76,NA,8,15,11,10,1.3,3.54
2017-07-01,19:25:00,GWS Giants,Geelong,Spotless Stadium,68,68,NA,10,8,10,8,1.3,3.48
2017-07-01,16:35:00,Gold Coast,North Melbourne,Metricon Stadium,118,99,NA,18,10,14,15,1.54,2.48
2017-07-01,14:10:00,Carlton,Adelaide,MCG,77,89,NA,12,5,13,11,3.74,1.27
2017-07-01,13:45:00,Western Bulldogs,West Coast,Marvel Stadium,80,87,NA,11,14,12,15,1.31,3.39
2017-06-30,19:50:00,Melbourne,Sydney,MCG,50,85,NA,7,8,11,19,2.05,1.76
2017-06-25,16:50:00,St Kilda,Gold Coast,Marvel Stadium,103,72,NA,14,19,10,12,1.19,4.73
2017-06-25,15:20:00,Richmond,Carlton,MCG,84,58,NA,11,18,8,10,1.41,2.86
2017-06-25,13:10:00,Geelong,Fremantle,GMHBA Stadium,74,72,NA,10,14,11,6,1.04,10.14
2017-06-24,17:40:00,West Coast,Melbourne,Domain Stadium,96,99,NA,14,12,15,9,1.75,2.08
2017-06-24,19:25:00,Western Bulldogs,North Melbourne,Marvel Stadium,107,106,NA,15,17,16,10,1.59,2.34
2017-06-24,16:35:00,Brisbane,GWS Giants,Gabba,86,146,NA,12,14,22,14,4.18,1.23
2017-06-24,13:45:00,Collingwood,Port Adelaide,MCG,62,93,NA,9,8,13,15,1.95,1.83
2017-06-23,19:50:00,Sydney,Essendon,SCG,86,85,NA,11,20,12,13,1.37,3.07
2017-06-22,19:50:00,Adelaide,Hawthorn,Adelaide Oval,82,96,NA,12,10,14,12,1.08,7.48
2017-06-18,15:20:00,Western Bulldogs,Melbourne,Marvel Stadium,56,113,NA,8,8,17,11,1.63,2.25
2017-06-17,19:25:00,Gold Coast,Carlton,Metricon Stadium,73,83,NA,11,7,12,11,1.35,3.15
2017-06-17,16:05:00,Port Adelaide,Brisbane,Adelaide Oval,121,81,NA,18,13,12,9,1.04,10.99
2017-06-17,13:45:00,Richmond,Sydney,MCG,71,80,NA,10,11,12,8,1.95,1.84
2017-06-16,19:50:00,North Melbourne,St Kilda,Marvel Stadium,72,89,NA,10,12,12,17,1.99,1.81
2017-06-15,18:10:00,West Coast,Geelong,Domain Stadium,83,70,NA,11,17,10,10,2.2,1.67
2017-06-12,15:20:00,Melbourne,Collingwood,MCG,104,100,NA,15,14,15,10,1.57,2.39
2017-06-11,15:20:00,Carlton,GWS Giants,Marvel Stadium,71,70,NA,10,11,9,16,4.15,1.23
2017-06-10,19:25:00,Essendon,Port Adelaide,Marvel Stadium,131,61,NA,19,17,8,13,3.37,1.32
2017-06-10,16:35:00,Brisbane,Fremantle,Gabba,121,64,NA,18,13,9,10,2.31,1.62
2017-06-10,13:45:00,Hawthorn,Gold Coast,MCG,79,95,NA,12,7,13,17,1.92,1.87
2017-06-09,19:20:00,Adelaide,St Kilda,Adelaide Oval,111,54,NA,16,15,7,12,1.14,5.65
2017-06-08,19:20:00,Sydney,Western Bulldogs,SCG,88,42,NA,12,16,6,6,1.74,2.07
2017-06-04,14:40:00,Fremantle,Collingwood,Domain Stadium,85,105,NA,12,13,15,15,2.05,1.76
2017-06-03,19:25:00,North Melbourne,Richmond,Marvel Stadium,66,101,NA,9,12,14,17,1.9,1.88
2017-06-03,16:35:00,GWS Giants,Essendon,Spotless Stadium,117,101,NA,18,9,15,11,1.25,3.93
2017-06-03,13:45:00,Gold Coast,West Coast,Metricon Stadium,80,77,NA,11,14,11,11,1.96,1.83
2017-06-02,19:50:00,Geelong,Adelaide,GMHBA Stadium,96,74,NA,13,18,10,14,2.1,1.72
2017-06-01,19:50:00,Port Adelaide,Hawthorn,Adelaide Oval,98,47,NA,13,20,7,5,1.16,5.18
2017-05-28,14:40:00,West Coast,GWS Giants,Domain Stadium,90,98,NA,14,6,14,14,1.53,2.49
2017-05-28,15:20:00,Carlton,North Melbourne,Marvel Stadium,96,113,NA,15,6,17,11,3.36,1.32
2017-05-28,13:10:00,Collingwood,Brisbane,MCG,129,84,NA,18,21,13,6,1.06,8.54
2017-05-27,19:10:00,Adelaide,Fremantle,Adelaide Oval,143,43,NA,20,23,6,7,1.15,5.43
2017-05-27,19:25:00,Richmond,Essendon,MCG,81,66,NA,11,15,10,6,1.76,2.06
2017-05-27,16:05:00,Melbourne,Gold Coast,Traeger Park,122,87,NA,18,14,13,9,1.37,3.1
2017-05-27,13:45:00,Western Bulldogs,St Kilda,Marvel Stadium,90,50,NA,13,12,7,8,1.44,2.77
2017-05-26,19:50:00,Sydney,Hawthorn,SCG,75,81,NA,11,9,12,9,1.14,5.65
2017-05-25,19:20:00,Geelong,Port Adelaide,GMHBA Stadium,81,79,NA,11,15,11,13,1.68,2.18
2017-05-21,14:40:00,Fremantle,Carlton,Domain Stadium,86,51,NA,13,8,7,9,1.34,3.27
2017-05-21,15:20:00,Melbourne,North Melbourne,MCG,90,104,NA,13,12,15,14,1.57,2.41
2017-05-21,13:10:00,Essendon,West Coast,Marvel Stadium,125,64,NA,19,11,8,16,2.35,1.59
2017-05-20,17:25:00,Brisbane,Adelaide,Gabba,60,140,NA,7,18,21,14,9.4,1.05
2017-05-20,19:25:00,Collingwood,Hawthorn,MCG,90,72,NA,13,12,11,6,1.5,2.59
2017-05-20,16:35:00,GWS Giants,Richmond,Spotless Stadium,78,75,NA,11,12,10,15,1.25,3.94
2017-05-20,13:45:00,St Kilda,Sydney,Marvel Stadium,68,118,NA,10,8,18,10,1.95,1.85
2017-05-19,19:50:00,Geelong,Western Bulldogs,GMHBA Stadium,104,81,NA,16,8,12,9,1.91,1.88
2017-05-14,16:40:00,North Melbourne,Sydney,Marvel Stadium,78,120,NA,11,12,18,12,1.71,2.14
2017-05-14,17:20:00,Gold Coast,Port Adelaide,Jiangwan Sports Centre,38,110,NA,4,14,16,14,3.33,1.33
2017-05-14,13:10:00,Richmond,Fremantle,MCG,70,72,NA,10,10,10,12,1.41,2.89
2017-05-13,19:10:00,Adelaide,Melbourne,Adelaide Oval,66,107,NA,9,12,17,5,1.13,5.88
2017-05-13,19:25:00,Essendon,Geelong,MCG,110,93,NA,17,8,13,15,3.35,1.32
2017-05-13,16:35:00,GWS Giants,Collingwood,Spotless Stadium,102,99,NA,15,12,15,9,1.21,4.39
2017-05-13,14:10:00,St Kilda,Carlton,Marvel Stadium,85,66,NA,12,13,10,6,1.3,3.52
2017-05-13,13:45:00,Hawthorn,Brisbane,University of Tasmania Stadium,113,75,NA,17,11,11,9,1.1,6.88
2017-05-12,18:10:00,West Coast,Western Bulldogs,Domain Stadium,69,61,NA,9,15,8,13,1.45,2.74
2017-05-07,14:40:00,Fremantle,Essendon,Domain Stadium,116,79,NA,17,14,11,13,1.55,2.44
2017-05-07,15:20:00,Melbourne,Hawthorn,MCG,91,94,NA,14,7,14,10,1.46,2.72
2017-05-07,13:10:00,Sydney,Brisbane,SCG,135,81,NA,20,15,12,9,1.08,7.41
2017-05-06,19:25:00,Gold Coast,Geelong,Metricon Stadium,124,99,NA,18,16,15,9,2.63,1.49
2017-05-06,19:25:00,Western Bulldogs,Richmond,Marvel Stadium,80,75,NA,11,14,11,9,1.3,3.52
2017-05-06,16:05:00,Port Adelaide,West Coast,Adelaide Oval,87,97,NA,12,15,15,7,1.33,3.29
2017-05-06,14:10:00,Collingwood,Carlton,MCG,56,79,NA,8,8,12,7,1.33,3.28
2017-05-06,13:45:00,North Melbourne,Adelaide,Blundstone Arena,145,86,NA,22,13,13,8,5.58,1.15
2017-05-05,19:50:00,St Kilda,GWS Giants,Marvel Stadium,108,85,NA,16,12,12,13,2.73,1.46
2017-04-30,16:10:00,Adelaide,Richmond,Adelaide Oval,140,64,NA,21,14,10,4,1.16,5.24
2017-04-30,15:20:00,Geelong,Collingwood,MCG,78,107,NA,11,12,15,17,1.28,3.67
2017-04-30,13:10:00,Essendon,Melbourne,Marvel Stadium,74,112,NA,10,14,17,10,1.97,1.83
2017-04-29,18:10:00,West Coast,Fremantle,Domain Stadium,103,62,NA,16,7,9,8,1.31,3.44
2017-04-29,19:25:00,North Melbourne,Gold Coast,Marvel Stadium,107,94,NA,16,11,14,10,1.43,2.82
2017-04-29,16:35:00,Brisbane,Port Adelaide,Gabba,67,150,NA,10,7,22,18,5.57,1.15
2017-04-29,14:10:00,Carlton,Sydney,MCG,97,78,NA,15,7,11,12,3.7,1.28
2017-04-29,13:45:00,Hawthorn,St Kilda,University of Tasmania Stadium,55,130,NA,8,7,19,16,1.82,2
2017-04-28,19:50:00,GWS Giants,Western Bulldogs,UNSW Canberra Oval,75,73,NA,11,9,9,19,1.3,3.52
2017-04-25,15:20:00,Essendon,Collingwood,MCG,100,82,NA,15,10,11,16,2.46,1.55
2017-04-24,19:25:00,Richmond,Melbourne,MCG,88,75,NA,12,16,11,9,1.68,2.18
2017-04-23,16:40:00,Hawthorn,West Coast,MCG,125,75,NA,19,11,11,9,2.74,1.46
2017-04-23,15:20:00,St Kilda,Geelong,Marvel Stadium,88,126,NA,13,10,19,12,2.57,1.5
2017-04-22,17:40:00,Fremantle,North Melbourne,Domain Stadium,67,62,NA,9,13,9,8,1.61,2.31
2017-04-22,19:25:00,Sydney,GWS Giants,SCG,63,105,NA,9,9,15,15,2.55,1.51
2017-04-22,16:35:00,Gold Coast,Adelaide,Metricon Stadium,86,153,NA,13,8,23,15,4.17,1.23
2017-04-22,11:45:00,Western Bulldogs,Brisbane,Marvel Stadium,122,90,NA,17,20,14,6,1.05,10.23
2017-04-21,19:20:00,Port Adelaide,Carlton,Adelaide Oval,137,47,NA,20,17,6,11,1.06,8.97
2017-04-17,15:20:00,Hawthorn,Geelong,MCG,48,134,NA,6,12,20,14,2.87,1.42
2017-04-16,16:40:00,Brisbane,Richmond,Gabba,67,119,NA,10,7,17,17,3.17,1.35
2017-04-16,15:20:00,Collingwood,St Kilda,Marvel Stadium,55,69,NA,7,13,9,15,1.62,2.29
2017-04-15,19:10:00,Adelaide,Essendon,Adelaide Oval,153,88,NA,24,9,13,10,1.16,5.29
2017-04-15,19:25:00,Carlton,Gold Coast,Marvel Stadium,82,108,NA,12,10,17,6,2.05,1.77
2017-04-15,16:35:00,GWS Giants,Port Adelaide,UNSW Canberra Oval,112,81,NA,16,16,11,15,1.37,3.09
2017-04-15,13:45:00,Melbourne,Fremantle,MCG,104,106,NA,15,14,16,10,1.35,3.19
2017-04-14,16:20:00,North Melbourne,Western Bulldogs,Marvel Stadium,86,89,NA,12,14,12,17,3.54,1.3
2017-04-13,18:10:00,West Coast,Sydney,Domain Stadium,91,65,NA,13,13,10,5,1.36,3.15
2017-04-09,16:40:00,Gold Coast,Hawthorn,Metricon Stadium,139,53,NA,21,13,7,11,3.06,1.38
2017-04-09,15:20:00,Carlton,Essendon,MCG,57,42,NA,7,15,6,6,3.23,1.35
2017-04-09,13:10:00,St Kilda,Brisbane,Marvel Stadium,107,76,NA,14,23,11,10,1.15,5.44
2017-04-08,17:40:00,Fremantle,Western Bulldogs,Domain Stadium,89,73,NA,13,11,10,13,4.88,1.18
2017-04-08,19:10:00,Port Adelaide,Adelaide,Adelaide Oval,83,100,NA,12,11,15,10,2.32,1.61
2017-04-08,16:35:00,Geelong,Melbourne,Marvel Stadium,126,97,NA,20,6,13,19,1.4,2.96
2017-04-08,14:10:00,Richmond,West Coast,MCG,76,65,NA,11,10,8,17,2.56,1.51
2017-04-08,13:45:00,North Melbourne,GWS Giants,Blundstone Arena,67,109,NA,10,7,15,19,4.31,1.22
2017-04-07,19:50:00,Sydney,Collingwood,SCG,79,80,NA,11,13,11,14,1.45,2.74
2017-04-02,16:10:00,Port Adelaide,Fremantle,Adelaide Oval,145,56,NA,22,13,8,8,1.21,4.5
2017-04-02,15:20:00,Melbourne,Carlton,MCG,86,64,NA,13,8,9,10,1.21,4.35
2017-04-02,13:10:00,Geelong,North Melbourne,Marvel Stadium,112,111,NA,17,10,17,9,1.18,4.86
2017-04-01,16:40:00,West Coast,St Kilda,Domain Stadium,116,97,NA,18,8,13,19,1.14,5.63
2017-04-01,18:25:00,Brisbane,Essendon,Gabba,84,111,NA,12,12,17,9,2.9,1.41
2017-04-01,16:35:00,GWS Giants,Gold Coast,Spotless Stadium,160,58,NA,24,16,8,10,1.12,6.37
2017-04-01,13:45:00,Hawthorn,Adelaide,MCG,89,113,NA,13,11,16,17,2.04,1.78
2017-03-31,19:50:00,Western Bulldogs,Sydney,Marvel Stadium,110,87,NA,16,14,13,9,1.39,3.01
2017-03-30,19:20:00,Richmond,Collingwood,MCG,99,80,NA,14,15,11,14,2.14,1.71
2017-03-26,16:40:00,Fremantle,Geelong,Domain Stadium,73,115,NA,10,13,18,7,2.23,1.66
2017-03-26,14:50:00,Adelaide,GWS Giants,Adelaide Oval,147,91,NA,22,15,14,7,2.25,1.65
2017-03-26,13:10:00,North Melbourne,West Coast,Marvel Stadium,93,136,NA,13,15,21,10,3.4,1.32
2017-03-25,19:05:00,Gold Coast,Brisbane,Metricon Stadium,96,98,NA,14,12,15,8,1.28,3.67
2017-03-25,19:25:00,Essendon,Hawthorn,MCG,116,91,NA,17,14,12,19,3.16,1.36
2017-03-25,16:35:00,St Kilda,Melbourne,Marvel Stadium,90,120,NA,13,12,18,12,1.65,2.25
2017-03-25,16:35:00,Sydney,Port Adelaide,SCG,82,110,NA,12,10,17,8,1.28,3.7
2017-03-24,19:50:00,Collingwood,Western Bulldogs,MCG,86,100,NA,12,14,15,10,2.88,1.41
2017-03-23,19:20:00,Carlton,Richmond,MCG,89,132,NA,14,5,20,12,2.9,1.42
2016-10-01,14:30:00,Sydney,Western Bulldogs,MCG,67,89,Y,10,7,13,11,1.51,2.6
2016-09-24,17:15:00,GWS Giants,Western Bulldogs,Spotless Stadium,83,89,Y,12,11,13,11,1.38,3.04
2016-09-23,19:50:00,Geelong,Sydney,MCG,60,97,Y,8,12,15,7,1.66,2.23
2016-09-17,19:25:00,Sydney,Adelaide,SCG,118,82,Y,18,10,12,10,1.59,2.38
2016-09-16,19:50:00,Hawthorn,Western Bulldogs,MCG,84,107,Y,12,12,16,11,1.55,2.46
2016-09-10,19:10:00,Adelaide,North Melbourne,Adelaide Oval,141,79,Y,21,15,12,7,1.15,5.48
2016-09-10,15:20:00,Sydney,GWS Giants,ANZ Stadium,55,91,Y,7,13,12,19,1.5,2.59
2016-09-09,19:50:00,Geelong,Hawthorn,MCG,85,83,Y,12,13,12,11,1.62,2.3
2016-09-08,18:10:00,West Coast,Western Bulldogs,Domain Stadium,52,99,Y,7,10,14,15,1.26,3.89
2016-08-28,14:40:00,Fremantle,Western Bulldogs,Domain Stadium,69,49,NA,10,9,6,13,2.85,1.44
2016-08-28,15:20:00,Hawthorn,Collingwood,MCG,112,111,NA,17,10,17,9,1.29,3.62
2016-08-28,13:10:00,St Kilda,Brisbane,Marvel Stadium,161,103,NA,25,11,15,13,1.05,10.13
2016-08-27,19:25:00,Gold Coast,Port Adelaide,Metricon Stadium,66,89,NA,9,12,13,11,2.77,1.44
2016-08-27,19:25:00,North Melbourne,GWS Giants,Marvel Stadium,63,100,NA,9,9,14,16,2.7,1.46
2016-08-27,16:35:00,Sydney,Richmond,SCG,164,51,NA,25,14,7,9,1.04,11.37
2016-08-27,14:10:00,Essendon,Carlton,MCG,103,79,NA,15,13,10,19,3.21,1.35
2016-08-27,13:45:00,Geelong,Melbourne,GMHBA Stadium,155,44,NA,24,11,6,8,1.15,5.49
2016-08-26,19:40:00,Adelaide,West Coast,Adelaide Oval,71,100,NA,10,11,14,16,1.26,3.85
2016-08-21,16:40:00,Essendon,Western Bulldogs,Marvel Stadium,53,93,NA,7,11,14,9,6.83,1.1
2016-08-21,15:20:00,Brisbane,Geelong,Gabba,69,129,NA,10,9,19,15,12.39,1.03
2016-08-21,13:10:00,Carlton,Melbourne,MCG,78,58,NA,11,12,7,16,4.3,1.22
2016-08-20,19:10:00,Port Adelaide,Adelaide,Adelaide Oval,94,109,NA,14,10,15,19,7.71,1.09
2016-08-20,19:25:00,Collingwood,Gold Coast,Marvel Stadium,118,47,NA,16,22,6,11,1.22,4.22
2016-08-20,16:35:00,GWS Giants,Fremantle,Spotless Stadium,129,37,NA,19,15,5,7,1.01,15.11
2016-08-20,14:10:00,Richmond,St Kilda,MCG,46,55,NA,6,10,7,13,2.31,1.62
2016-08-20,13:45:00,North Melbourne,Sydney,Blundstone Arena,76,85,NA,10,16,12,13,3.47,1.31
2016-08-19,18:10:00,West Coast,Hawthorn,Domain Stadium,92,67,NA,13,14,10,7,1.76,2.05
2016-08-14,14:40:00,Fremantle,Adelaide,Domain Stadium,70,142,NA,11,4,21,16,7.42,1.09
2016-08-14,15:20:00,Richmond,Geelong,MCG,78,82,NA,12,6,10,22,5.51,1.15
2016-08-14,13:10:00,Essendon,Gold Coast,Marvel Stadium,75,69,NA,11,9,9,15,3.04,1.38
2016-08-13,19:10:00,Port Adelaide,Melbourne,Adelaide Oval,54,94,NA,8,6,13,16,1.44,2.78
2016-08-13,19:25:00,St Kilda,Sydney,Marvel Stadium,76,146,NA,11,10,23,8,3.32,1.33
2016-08-13,16:35:00,GWS Giants,West Coast,Spotless Stadium,96,97,NA,14,12,14,13,1.27,3.73
2016-08-13,14:10:00,Hawthorn,North Melbourne,MCG,96,57,NA,14,12,8,9,1.27,3.73
2016-08-13,13:45:00,Brisbane,Carlton,Gabba,99,95,NA,15,9,13,17,3.15,1.35
2016-08-12,19:50:00,Western Bulldogs,Collingwood,Marvel Stadium,95,92,NA,14,11,14,8,1.35,3.21
2016-08-07,14:40:00,Fremantle,West Coast,Domain Stadium,64,110,NA,9,10,17,8,5.21,1.16
2016-08-07,15:20:00,Geelong,Essendon,Marvel Stadium,100,34,NA,15,10,4,10,1.01,16.14
2016-08-07,13:10:00,Carlton,St Kilda,MCG,51,122,NA,7,9,19,8,2.34,1.6
2016-08-06,19:10:00,Adelaide,Brisbane,Adelaide Oval,177,39,NA,27,15,6,3,1.01,17.55
2016-08-06,19:25:00,Western Bulldogs,North Melbourne,Marvel Stadium,61,47,NA,9,7,7,5,2.23,1.65
2016-08-06,16:35:00,Gold Coast,GWS Giants,Metricon Stadium,84,92,NA,13,6,14,8,7.22,1.09
2016-08-06,14:10:00,Melbourne,Hawthorn,MCG,110,81,NA,17,8,11,15,4.38,1.21
2016-08-06,13:45:00,Sydney,Port Adelaide,SCG,100,33,NA,14,16,4,9,1.27,3.79
2016-08-05,19:50:00,Richmond,Collingwood,MCG,92,77,NA,14,8,11,11,3.25,1.34
2016-07-31,16:10:00,Adelaide,Essendon,Adelaide Oval,143,61,NA,22,11,9,7,1.01,17.47
2016-07-31,13:20:00,Fremantle,Sydney,Domain Stadium,47,137,NA,7,5,21,11,4.58,1.2
2016-07-31,13:10:00,Melbourne,Gold Coast,MCG,66,64,NA,9,12,9,10,1.15,5.48
2016-07-30,19:25:00,Brisbane,Port Adelaide,Gabba,79,173,NA,11,13,25,23,5.8,1.13
2016-07-30,19:25:00,North Melbourne,St Kilda,Marvel Stadium,85,62,NA,12,13,8,14,1.47,2.65
2016-07-30,16:35:00,Collingwood,West Coast,MCG,91,72,NA,13,13,11,6,2.03,1.77
2016-07-30,14:10:00,Hawthorn,Carlton,University of Tasmania Stadium,74,55,NA,10,14,7,13,1.07,8.32
2016-07-30,13:45:00,GWS Giants,Richmond,UNSW Canberra Oval,111,23,NA,17,9,3,5,1.07,8.06
2016-07-29,19:50:00,Geelong,Western Bulldogs,GMHBA Stadium,103,78,NA,16,7,11,12,1.23,4.12
2016-07-24,16:10:00,Port Adelaide,GWS Giants,Adelaide Oval,60,79,NA,9,6,11,13,2.16,1.69
2016-07-24,15:20:00,Hawthorn,Richmond,MCG,114,44,NA,16,18,5,14,1.14,5.64
2016-07-24,13:10:00,Essendon,Brisbane,Marvel Stadium,91,128,NA,12,19,20,8,1.44,2.75
2016-07-23,19:25:00,Geelong,Adelaide,Marvel Stadium,85,55,NA,12,13,7,13,1.87,1.92
2016-07-23,19:25:00,Western Bulldogs,St Kilda,GMHBA Stadium,60,75,NA,9,6,11,9,1.35,3.21
2016-07-23,14:35:00,West Coast,Melbourne,Domain Stadium,66,60,NA,10,6,8,12,1.15,5.3
2016-07-23,14:10:00,Gold Coast,Fremantle,Metricon Stadium,105,81,NA,16,9,12,9,1.86,1.92
2016-07-23,13:45:00,Sydney,Carlton,SCG,74,68,NA,10,14,10,8,1.05,8.92
2016-07-22,19:50:00,Collingwood,North Melbourne,Marvel Stadium,84,124,NA,12,12,18,16,1.92,1.86
2016-07-17,16:40:00,Brisbane,GWS Giants,Gabba,67,146,NA,9,13,22,14,7.38,1.09
2016-07-17,15:20:00,St Kilda,Melbourne,Marvel Stadium,110,74,NA,15,20,11,8,2.17,1.68
2016-07-17,13:10:00,Carlton,West Coast,MCG,75,82,NA,11,9,12,10,5.15,1.16
2016-07-16,19:10:00,Adelaide,Collingwood,Adelaide Oval,97,69,NA,14,13,10,9,1.17,5.05
2016-07-16,19:25:00,Western Bulldogs,Gold Coast,Cazaly’s Stadium,107,59,NA,15,17,8,11,1.1,6.76
2016-07-16,16:35:00,North Melbourne,Port Adelaide,Marvel Stadium,77,105,NA,10,17,16,9,1.39,2.95
2016-07-16,13:40:00,Richmond,Essendon,MCG,102,83,NA,16,6,11,17,1.16,5.19
2016-07-15,18:10:00,Fremantle,Geelong,Domain Stadium,61,78,NA,9,7,11,12,3.42,1.31
2016-07-14,19:20:00,Sydney,Hawthorn,SCG,70,75,NA,10,10,11,9,1.59,2.35
2016-07-10,16:40:00,Essendon,St Kilda,Marvel Stadium,98,109,NA,14,14,17,7,6.15,1.12
2016-07-10,13:20:00,West Coast,North Melbourne,Domain Stadium,104,72,NA,16,8,11,6,1.34,3.27
2016-07-10,13:10:00,Carlton,Adelaide,MCG,47,107,NA,7,5,16,11,5.72,1.14
2016-07-09,19:10:00,Melbourne,Fremantle,TIO Stadium,87,55,NA,12,15,8,7,1.51,2.53
2016-07-09,19:25:00,Western Bulldogs,Richmond,Marvel Stadium,85,75,NA,12,13,11,9,1.19,4.73
