Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
2015-06-07,13:10:00,GWS Giants,Brisbane,Spotless Stadium,97,67,NA,14,13,10,7,1.08,7.65
2015-06-06,19:10:00,Port Adelaide,Western Bulldogs,Adelaide Oval,100,62,NA,16,4,9,8,1.23,4.13
2015-06-06,19:20:00,Essendon,Geelong,Marvel Stadium,53,122,NA,7,11,19,8,2,1.81
2015-06-06,16:35:00,Gold Coast,Sydney,Metricon Stadium,41,93,NA,5,11,13,15,14.72,1.02
2015-06-06,13:40:00,Carlton,Adelaide,MCG,90,99,NA,14,6,14,15,3.43,1.31
2015-06-05,18:10:00,Fremantle,Richmond,Domain Stadium,70,97,NA,10,10,15,7,1.22,4.27
2015-05-31,14:40:00,West Coast,Geelong,Domain Stadium,120,64,NA,16,24,10,4,1.45,2.75
2015-05-31,15:20:00,Collingwood,North Melbourne,MCG,112,95,NA,17,10,14,11,1.89,1.92
2015-05-31,13:10:00,Brisbane,St Kilda,Gabba,86,108,NA,13,8,16,12,1.63,2.28
2015-05-30,19:10:00,Adelaide,Fremantle,Adelaide Oval,57,68,NA,7,15,10,8,3.58,1.3
2015-05-30,19:25:00,Richmond,Essendon,MCG,72,59,NA,10,12,8,11,1.78,2.04
2015-05-30,16:35:00,Western Bulldogs,GWS Giants,Marvel Stadium,113,68,NA,16,17,11,2,2.64,1.49
2015-05-30,13:40:00,Melbourne,Port Adelaide,Traeger Park,54,115,NA,8,6,18,7,2.74,1.46
2015-05-30,13:45:00,Hawthorn,Gold Coast,University of Tasmania Stadium,93,40,NA,14,9,6,4,1.01,16.13
2015-05-29,19:50:00,Sydney,Carlton,SCG,122,62,NA,19,8,9,8,1.02,15.07
2015-05-24,16:10:00,Port Adelaide,Richmond,Adelaide Oval,43,76,NA,5,13,11,10,1.34,3.3
2015-05-24,15:20:00,Melbourne,Western Bulldogs,MCG,103,64,NA,15,13,9,10,3.06,1.38
2015-05-24,13:10:00,Essendon,Brisbane,Marvel Stadium,136,78,NA,21,10,12,6,1.22,4.39
2015-05-23,17:40:00,Fremantle,North Melbourne,Domain Stadium,115,42,NA,17,13,5,12,1.2,4.61
2015-05-23,19:20:00,Hawthorn,Sydney,MCG,69,73,NA,9,15,11,7,1.49,2.65
2015-05-23,16:35:00,Gold Coast,Collingwood,Metricon Stadium,63,132,NA,9,9,20,12,3.7,1.29
2015-05-23,14:10:00,GWS Giants,Adelaide,Spotless Stadium,108,84,NA,16,12,12,12,1.49,2.62
2015-05-23,13:45:00,St Kilda,West Coast,Marvel Stadium,78,131,NA,12,6,20,11,5.03,1.18
2015-05-22,19:50:00,Geelong,Carlton,Marvel Stadium,140,63,NA,22,8,9,9,1.23,4.21
2015-05-17,16:40:00,Brisbane,Port Adelaide,Gabba,102,65,NA,15,12,8,17,4.61,1.2
2015-05-17,15:20:00,Richmond,Collingwood,MCG,105,100,NA,16,9,15,10,1.97,1.83
2015-05-17,13:10:00,Western Bulldogs,Fremantle,Marvel Stadium,88,101,NA,14,4,15,11,3.81,1.27
2015-05-16,17:40:00,West Coast,Gold Coast,Domain Stadium,135,43,NA,21,9,6,7,1.1,7.05
2015-05-16,19:20:00,Sydney,Geelong,ANZ Stadium,120,77,NA,18,12,11,11,1.21,4.42
2015-05-16,16:35:00,Carlton,GWS Giants,Marvel Stadium,57,135,NA,9,3,19,21,2.55,1.51
2015-05-16,14:10:00,Hawthorn,Melbourne,MCG,155,50,NA,24,11,7,8,1.08,7.9
2015-05-16,13:15:00,Adelaide,St Kilda,Adelaide Oval,119,73,NA,18,11,10,13,1.22,4.36
2015-05-15,19:50:00,Essendon,North Melbourne,Marvel Stadium,82,93,NA,12,10,13,15,2.88,1.42
2015-05-10,16:10:00,Port Adelaide,West Coast,Adelaide Oval,68,78,NA,10,8,11,12,1.24,4.21
2015-05-10,15:20:00,Carlton,Brisbane,Marvel Stadium,75,84,NA,11,9,12,12,1.31,3.53
2015-05-09,18:10:00,Fremantle,Essendon,Domain Stadium,80,52,NA,12,8,7,10,1.2,4.68
2015-05-09,19:20:00,Melbourne,Sydney,MCG,50,88,NA,7,8,12,16,5.22,1.17
2015-05-09,17:10:00,Gold Coast,Adelaide,Metricon Stadium,78,119,NA,11,12,18,11,5.24,1.17
2015-05-09,16:35:00,GWS Giants,Hawthorn,Spotless Stadium,108,98,NA,16,12,14,14,3.71,1.28
2015-05-09,14:10:00,Western Bulldogs,St Kilda,Marvel Stadium,87,94,NA,13,9,14,10,1.45,2.73
2015-05-09,13:45:00,North Melbourne,Richmond,Blundstone Arena,109,74,NA,16,13,10,14,1.59,2.35
2015-05-08,19:50:00,Collingwood,Geelong,MCG,59,100,NA,8,11,15,10,1.58,2.38
2015-05-03,16:10:00,Adelaide,Port Adelaide,Adelaide Oval,91,115,NA,13,13,18,7,2.28,1.63
2015-05-03,15:20:00,St Kilda,Essendon,Marvel Stadium,80,82,NA,11,14,11,16,5.64,1.14
2015-05-03,13:10:00,Melbourne,Fremantle,MCG,50,118,NA,6,14,18,10,5.2,1.17
2015-05-02,17:40:00,West Coast,GWS Giants,Domain Stadium,120,33,NA,18,12,4,9,1.67,2.22
2015-05-02,19:20:00,North Melbourne,Hawthorn,Marvel Stadium,70,130,NA,10,10,19,16,3.32,1.33
2015-05-02,16:35:00,Gold Coast,Brisbane,Metricon Stadium,118,54,NA,18,10,7,12,2.08,1.76
2015-05-02,14:10:00,Sydney,Western Bulldogs,SCG,73,77,NA,10,13,11,11,1.15,5.36
2015-05-02,13:45:00,Richmond,Geelong,MCG,76,85,NA,11,10,12,13,1.63,2.28
2015-05-01,19:50:00,Carlton,Collingwood,MCG,45,120,NA,6,9,18,12,2.41,1.58
2015-04-26,16:40:00,Western Bulldogs,Adelaide,Marvel Stadium,125,68,NA,18,17,10,8,3.59,1.29
2015-04-26,15:20:00,Geelong,North Melbourne,GMHBA Stadium,67,83,NA,9,13,12,11,2.26,1.63
2015-04-26,13:10:00,Brisbane,West Coast,Gabba,65,118,NA,9,11,17,16,2.7,1.46
2015-04-25,18:45:00,Fremantle,Sydney,Domain Stadium,74,60,NA,11,8,8,12,1.6,2.36
2015-04-25,19:10:00,Port Adelaide,Hawthorn,Adelaide Oval,99,91,NA,15,9,13,13,2.43,1.56
2015-04-25,17:40:00,GWS Giants,Gold Coast,UNSW Canberra Oval,119,53,NA,16,23,7,11,1.39,2.97
2015-04-25,14:40:00,Essendon,Collingwood,MCG,49,69,NA,6,13,9,15,1.41,2.91
2015-04-25,13:10:00,St Kilda,Carlton,Westpac Stadium,81,121,NA,12,9,18,13,3.14,1.36
2015-04-24,19:50:00,Richmond,Melbourne,MCG,51,83,NA,6,15,12,11,1.31,3.46
2015-04-19,14:40:00,West Coast,Fremantle,Domain Stadium,81,111,NA,12,9,17,9,3.88,1.27
2015-04-19,15:20:00,Geelong,Gold Coast,GMHBA Stadium,105,96,NA,16,9,13,18,1.17,5.2
2015-04-19,13:10:00,Hawthorn,Western Bulldogs,University of Tasmania Stadium,127,57,NA,19,13,8,9,1.06,9.69
2015-04-18,19:20:00,Brisbane,Richmond,Gabba,58,137,NA,8,10,21,11,2.72,1.46
2015-04-18,19:20:00,North Melbourne,Port Adelaide,Marvel Stadium,105,113,NA,16,9,17,11,1.9,1.9
2015-04-18,16:35:00,Sydney,GWS Giants,SCG,111,90,NA,16,15,12,18,1.16,5.4
2015-04-18,13:40:00,Adelaide,Melbourne,Adelaide Oval,80,55,NA,12,8,7,13,1.08,8.24
2015-04-18,13:45:00,Carlton,Essendon,MCG,84,105,NA,11,18,16,9,3.83,1.27
2015-04-17,19:50:00,Collingwood,St Kilda,MCG,140,66,NA,21,14,10,6,1.4,2.98
2015-04-12,16:40:00,North Melbourne,Brisbane,Marvel Stadium,133,51,NA,20,13,7,9,1.14,5.78
2015-04-12,15:20:00,Essendon,Hawthorn,MCG,78,76,NA,12,6,11,10,4.65,1.2
2015-04-12,13:10:00,Geelong,Fremantle,GMHBA Stadium,60,104,NA,9,6,15,14,2.26,1.65
2015-04-11,19:10:00,Port Adelaide,Sydney,Adelaide Oval,44,92,NA,6,8,14,8,1.61,2.34
2015-04-11,19:20:00,Gold Coast,St Kilda,Metricon Stadium,76,104,NA,10,16,16,8,1.19,4.85
2015-04-11,16:35:00,Collingwood,Adelaide,Marvel Stadium,63,90,NA,9,9,12,18,2.95,1.41
2015-04-11,14:10:00,GWS Giants,Melbourne,UNSW Canberra Oval,101,56,NA,15,11,8,8,1.45,2.77
2015-04-11,13:45:00,Richmond,Western Bulldogs,MCG,66,85,NA,9,12,12,13,1.35,3.26
2015-04-10,18:10:00,West Coast,Carlton,Domain Stadium,131,62,NA,20,11,9,8,1.53,2.54
2015-04-06,15:20:00,Hawthorn,Geelong,MCG,123,61,NA,17,21,8,13,1.36,3.16
2015-04-05,14:50:00,Adelaide,North Melbourne,Adelaide Oval,140,63,NA,21,14,9,9,1.7,2.14
2015-04-05,13:10:00,St Kilda,GWS Giants,Marvel Stadium,78,87,NA,11,12,12,15,3.43,1.32
2015-04-05,16:40:00,Fremantle,Port Adelaide,Domain Stadium,75,68,NA,11,9,10,8,1.67,2.22
2015-04-04,18:20:00,Brisbane,Collingwood,Gabba,74,86,NA,11,8,12,14,1.48,2.67
2015-04-04,19:20:00,Western Bulldogs,West Coast,Marvel Stadium,97,87,NA,14,13,14,3,2.52,1.53
2015-04-04,16:35:00,Sydney,Essendon,ANZ Stadium,72,60,NA,10,12,9,6,1.31,3.49
2015-04-04,13:40:00,Melbourne,Gold Coast,MCG,115,89,NA,17,13,13,11,2.97,1.41
2015-04-02,19:20:00,Carlton,Richmond,MCG,78,105,NA,11,12,15,15,2.53,1.53
2014-09-27,14:30:00,Sydney,Hawthorn,MCG,74,137,Y,11,8,21,11,1.57,2.41
2014-09-20,16:45:00,Hawthorn,Port Adelaide,MCG,97,94,Y,15,7,13,16,1.33,3.38
2014-09-19,19:50:00,Sydney,North Melbourne,ANZ Stadium,136,65,Y,19,22,9,11,1.21,4.39
2014-09-13,17:45:00,Fremantle,Port Adelaide,Domain Stadium,83,105,Y,11,17,15,15,1.59,2.34
2014-09-12,19:50:00,Geelong,North Melbourne,MCG,92,98,Y,13,14,14,14,1.76,2.07
2014-09-07,14:50:00,Port Adelaide,Richmond,Adelaide Oval,132,75,Y,20,12,11,9,1.41,2.88
2014-09-06,19:15:00,North Melbourne,Essendon,MCG,93,81,Y,14,9,12,9,1.68,2.19
2014-09-06,14:45:00,Sydney,Fremantle,ANZ Stadium,93,69,Y,13,15,10,9,1.39,3.04
2014-09-05,19:50:00,Hawthorn,Geelong,MCG,104,68,Y,15,14,10,8,1.47,2.67
2014-08-31,16:40:00,Western Bulldogs,GWS Giants,Marvel Stadium,109,115,NA,15,19,18,7,1.25,4
2014-08-31,14:50:00,Adelaide,St Kilda,Adelaide Oval,141,62,NA,22,9,9,8,1.04,11.16
2014-08-31,13:10:00,Gold Coast,West Coast,Metricon Stadium,99,151,NA,15,9,23,13,2.36,1.59
2014-08-30,19:40:00,Geelong,Brisbane,GMHBA Stadium,143,81,NA,21,17,12,9,1.1,7.65
2014-08-30,19:40:00,North Melbourne,Melbourne,Marvel Stadium,123,93,NA,19,9,14,9,1.08,8.03
2014-08-30,16:40:00,Sydney,Richmond,ANZ Stadium,65,68,NA,9,11,10,8,1.43,2.86
2014-08-30,13:10:00,Fremantle,Port Adelaide,Domain Stadium,105,97,NA,16,9,14,13,1.46,2.72
2014-08-30,14:45:00,Carlton,Essendon,MCG,90,90,NA,14,6,13,12,3.06,1.38
2014-08-29,19:50:00,Collingwood,Hawthorn,MCG,56,121,NA,8,8,18,13,9.05,1.07
2014-08-24,16:40:00,Richmond,St Kilda,MCG,98,72,NA,15,8,10,12,1.11,6.86
2014-08-24,15:20:00,Western Bulldogs,Sydney,Marvel Stadium,67,130,NA,9,13,20,10,5.29,1.16
2014-08-24,13:10:00,Brisbane,Fremantle,Gabba,48,106,NA,6,12,15,16,3.33,1.33
2014-08-23,19:40:00,Hawthorn,Geelong,MCG,94,71,NA,14,10,11,5,1.51,2.57
2014-08-23,17:40:00,West Coast,Melbourne,Domain Stadium,119,53,NA,18,11,8,5,1.04,11.9
2014-08-23,16:40:00,GWS Giants,Collingwood,Spotless Stadium,67,75,NA,9,13,11,9,2.36,1.59
2014-08-23,14:10:00,Essendon,Gold Coast,Marvel Stadium,108,89,NA,16,12,13,11,1.16,5.31
2014-08-23,13:45:00,North Melbourne,Adelaide,Blundstone Arena,101,94,NA,14,17,13,16,1.85,1.97
2014-08-22,19:20:00,Port Adelaide,Carlton,Adelaide Oval,140,37,NA,20,20,5,7,1.27,3.78
2014-08-17,14:40:00,Fremantle,Hawthorn,Domain Stadium,110,91,NA,17,8,13,13,1.82,1.99
2014-08-17,15:20:00,Melbourne,GWS Giants,MCG,34,98,NA,3,16,15,8,1.43,2.84
2014-08-17,13:10:00,North Melbourne,Western Bulldogs,Marvel Stadium,111,61,NA,17,9,8,13,1.35,3.22
2014-08-16,19:10:00,Adelaide,Richmond,Adelaide Oval,69,79,NA,9,15,10,19,1.46,2.71
2014-08-16,19:40:00,Collingwood,Brisbane,MCG,56,123,NA,8,8,18,15,1.15,5.4
2014-08-16,16:40:00,Essendon,West Coast,Marvel Stadium,77,74,NA,11,11,11,8,1.56,2.44
2014-08-16,14:10:00,Gold Coast,Port Adelaide,Metricon Stadium,47,56,NA,7,5,7,14,3.16,1.36
2014-08-16,13:45:00,Sydney,St Kilda,SCG,127,56,NA,19,13,8,8,1.01,17.61
2014-08-15,19:50:00,Carlton,Geelong,Marvel Stadium,76,82,NA,11,10,11,16,2.74,1.45
2014-08-10,14:40:00,West Coast,Collingwood,Domain Stadium,126,66,NA,19,12,10,6,1.71,2.15
2014-08-10,15:20:00,St Kilda,Western Bulldogs,Marvel Stadium,99,122,NA,15,9,18,14,3.45,1.32
2014-08-10,13:10:00,Brisbane,Adelaide,Gabba,63,168,NA,9,9,25,18,2.89,1.43
2014-08-09,19:40:00,Geelong,Fremantle,GMHBA Stadium,81,79,NA,12,9,11,13,1.46,2.75
2014-08-09,19:10:00,Port Adelaide,Sydney,Adelaide Oval,58,84,NA,7,16,12,12,3.05,1.38
2014-08-09,16:40:00,Hawthorn,Melbourne,MCG,115,65,NA,17,13,9,11,1.03,14.03
2014-08-09,14:10:00,Carlton,Gold Coast,Marvel Stadium,97,58,NA,14,13,8,10,1.51,2.6
2014-08-09,13:45:00,GWS Giants,North Melbourne,UNSW Canberra Oval,51,126,NA,7,9,19,12,5.51,1.15
2014-08-08,19:50:00,Richmond,Essendon,MCG,95,77,NA,14,11,11,11,2.25,1.65
2014-08-03,16:40:00,Collingwood,Port Adelaide,MCG,76,70,NA,11,10,10,10,2.19,1.67
2014-08-03,15:20:00,Hawthorn,Western Bulldogs,University of Tasmania Stadium,107,45,NA,16,11,6,9,1.13,6.15
2014-08-03,13:10:00,Melbourne,Brisbane,Marvel Stadium,51,74,NA,6,15,11,8,1.72,2.13
2014-08-02,19:40:00,Gold Coast,St Kilda,Metricon Stadium,117,64,NA,17,15,9,10,1.42,2.87
2014-08-02,19:40:00,North Melbourne,Geelong,Marvel Stadium,79,111,NA,10,19,16,15,2.23,1.65
2014-08-02,16:40:00,Richmond,GWS Giants,MCG,89,62,NA,13,11,8,14,1.09,7.38
2014-08-02,13:10:00,Adelaide,West Coast,Adelaide Oval,105,136,NA,16,9,20,16,1.18,4.93
2014-08-01,19:50:00,Sydney,Essendon,SCG,79,57,NA,11,13,8,9,1.27,3.8
2014-07-31,18:10:00,Fremantle,Carlton,Domain Stadium,83,78,NA,12,11,11,12,1.13,6.14
2014-07-27,16:40:00,Collingwood,Adelaide,MCG,82,98,NA,12,10,14,14,1.84,1.97
2014-07-26,19:40:00,Hawthorn,Sydney,MCG,104,94,NA,15,14,13,16,1.85,1.94
2014-07-26,16:40:00,Brisbane,Gold Coast,Gabba,110,56,NA,16,14,8,8,2.47,1.54
2014-07-25,18:40:00,West Coast,Richmond,Domain Stadium,42,59,NA,6,6,8,11,1.64,2.23
2014-07-20,16:40:00,Western Bulldogs,Essendon,Marvel Stadium,94,101,NA,14,10,15,11,3.03,1.38
2014-07-20,12:40:00,Port Adelaide,Melbourne,Adelaide Oval,72,69,NA,10,12,10,9,1.06,8.81
2014-07-19,19:40:00,GWS Giants,Geelong,Spotless Stadium,87,94,NA,12,15,13,16,7.67,1.08
2014-07-19,16:40:00,St Kilda,Fremantle,Marvel Stadium,118,60,NA,17,16,9,6,11.96,1.03
2014-07-18,19:50:00,Carlton,North Melbourne,Marvel Stadium,109,86,NA,16,13,13,8,3.97,1.24
2014-07-13,14:40:00,Fremantle,GWS Giants,Domain Stadium,136,60,NA,21,10,9,6,1.01,17.1
2014-07-13,15:20:00,Essendon,Collingwood,MCG,103,39,NA,16,7,5,9,2.67,1.46
2014-07-13,13:10:00,Richmond,Port Adelaide,Marvel Stadium,126,106,NA,19,12,16,10,2.47,1.53
2014-07-12,19:40:00,Brisbane,West Coast,Gabba,64,76,NA,9,10,11,10,2.79,1.43
2014-07-12,19:40:00,Sydney,Carlton,SCG,122,51,NA,18,14,7,9,1.13,5.9
2014-07-12,16:40:00,Western Bulldogs,Gold Coast,Cazaly’s Stadium,94,66,NA,13,16,9,12,2.45,1.54
2014-07-12,14:10:00,North Melbourne,St Kilda,Blundstone Arena,92,33,NA,13,14,3,15,1.04,11.65
2014-07-12,13:45:00,Melbourne,Geelong,MCG,36,102,NA,5,6,14,18,6.13,1.12
2014-07-11,19:20:00,Adelaide,Hawthorn,Adelaide Oval,92,104,NA,14,8,15,14,2.13,1.7
2014-07-06,16:40:00,Geelong,Western Bulldogs,GMHBA Stadium,69,56,NA,10,9,7,14,1.13,5.72
2014-07-06,13:20:00,West Coast,Sydney,Domain Stadium,51,79,NA,7,9,10,19,2.99,1.36
2014-07-06,13:10:00,Carlton,St Kilda,Marvel Stadium,151,66,NA,24,7,10,6,1.16,5.06
2014-07-05,19:10:00,Melbourne,Fremantle,TIO Stadium,34,97,NA,4,10,15,7,5.4,1.15
2014-07-05,19:10:00,Port Adelaide,Essendon,Adelaide Oval,60,62,NA,7,18,8,14,1.22,4.29
2014-07-05,16:40:00,Gold Coast,Collingwood,Metricon Stadium,80,75,NA,11,14,10,15,1.91,1.88
2014-07-05,14:10:00,GWS Giants,Adelaide,Spotless Stadium,72,140,NA,9,18,20,20,3.9,1.25
2014-07-05,13:45:00,Richmond,Brisbane,MCG,79,54,NA,12,7,7,12,1.1,6.57
2014-07-04,19:50:00,North Melbourne,Hawthorn,Marvel Stadium,108,88,NA,16,12,13,10,3.89,1.25
2014-06-29,19:10:00,Collingwood,Carlton,MCG,91,76,NA,13,13,11,10,1.28,3.71
2014-06-29,13:40:00,Adelaide,Port Adelaide,Adelaide Oval,99,76,NA,14,15,10,16,3.02,1.38
2014-06-29,13:10:00,Western Bulldogs,Melbourne,Marvel Stadium,91,85,NA,14,7,13,7,1.72,2.12
2014-06-28,19:40:00,Brisbane,North Melbourne,Gabba,70,66,NA,10,10,9,12,5.26,1.15
2014-06-28,19:40:00,Sydney,GWS Giants,SCG,106,60,NA,15,16,8,12,1.05,9.47
2014-06-28,14:40:00,Fremantle,West Coast,Domain Stadium,88,81,NA,13,10,11,15,1.24,3.98
2014-06-28,14:10:00,St Kilda,Richmond,Marvel Stadium,73,117,NA,11,7,18,9,5.56,1.14
2014-06-28,13:45:00,Hawthorn,Gold Coast,University of Tasmania Stadium,116,63,NA,17,14,10,3,1.16,5.01
2014-06-27,19:50:00,Geelong,Essendon,Marvel Stadium,89,80,NA,13,11,11,14,1.36,3.09
2014-06-22,16:40:00,Melbourne,North Melbourne,MCG,66,107,NA,10,6,15,17,3.56,1.29
2014-06-22,15:20:00,St Kilda,West Coast,Marvel Stadium,70,103,NA,10,10,15,13,5.77,1.13
2014-06-22,13:10:00,GWS Giants,Carlton,Spotless Stadium,100,92,NA,15,10,14,8,3.33,1.32
2014-06-21,19:40:00,Essendon,Adelaide,Marvel Stadium,101,92,NA,15,11,14,8,2.3,1.61
2014-06-21,17:40:00,Fremantle,Brisbane,Domain Stadium,105,22,NA,15,15,3,4,1.03,12.19
2014-06-21,16:40:00,Gold Coast,Geelong,Metricon Stadium,118,78,NA,17,16,11,12,2.64,1.47
2014-06-21,14:10:00,Hawthorn,Collingwood,MCG,115,86,NA,17,13,13,8,1.34,3.15
2014-06-21,13:15:00,Port Adelaide,Western Bulldogs,Adelaide Oval,128,56,NA,19,14,8,8,1.09,6.98
2014-06-20,19:50:00,Richmond,Sydney,MCG,51,62,NA,7,9,9,8,4.17,1.22
2014-06-15,16:40:00,Essendon,Melbourne,MCG,77,78,NA,10,17,12,6,1.43,2.87
2014-06-15,15:20:00,Collingwood,Western Bulldogs,Marvel Stadium,98,106,NA,15,8,16,10,1.11,6.36
2014-06-15,13:10:00,Geelong,St Kilda,GMHBA Stadium,133,37,NA,20,13,5,7,1.03,12.66
2014-06-14,19:10:00,Adelaide,North Melbourne,Adelaide Oval,109,73,NA,16,13,10,13,1.85,1.93
2014-06-14,19:40:00,Brisbane,GWS Giants,Gabba,80,125,NA,12,8,19,11,1.41,2.89
2014-06-14,14:40:00,West Coast,Gold Coast,Domain Stadium,103,100,NA,15,13,15,10,1.74,2.08
2014-06-14,14:10:00,Sydney,Port Adelaide,SCG,98,94,NA,14,14,13,16,1.43,2.8
2014-06-14,13:45:00,Richmond,Fremantle,MCG,85,105,NA,12,13,16,9,3.67,1.27
2014-06-13,19:50:00,Carlton,Hawthorn,MCG,90,118,NA,13,12,18,10,4.74,1.18
2014-06-09,15:20:00,Melbourne,Collingwood,MCG,28,61,NA,3,10,8,13,4.64,1.19
2014-06-08,19:10:00,North Melbourne,Richmond,Marvel Stadium,116,88,NA,17,14,13,10,1.31,3.43
2014-06-08,14:10:00,Fremantle,Adelaide,Domain Stadium,90,50,NA,12,18,7,8,1.23,4.07
2014-06-08,15:20:00,Gold Coast,Sydney,Metricon Stadium,74,109,NA,10,14,17,7,4.43,1.2
2014-06-07,19:40:00,GWS Giants,Essendon,Spotless Stadium,66,81,NA,9,12,11,15,5.78,1.13
2014-06-07,19:40:00,Western Bulldogs,Brisbane,Marvel Stadium,87,95,NA,13,9,14,11,1.31,3.42
2014-06-07,16:10:00,Port Adelaide,St Kilda,Adelaide Oval,129,59,NA,19,15,9,5,1.02,13.09
2014-06-07,13:40:00,Hawthorn,West Coast,University of Tasmania Stadium,123,79,NA,19,9,12,7,1.19,4.49
2014-06-06,19:50:00,Geelong,Carlton,Marvel Stadium,107,102,NA,16,11,15,12,1.18,4.74
2014-06-01,17:40:00,West Coast,North Melbourne,Domain Stadium,44,82,NA,6,8,12,10,1.6,2.31
2014-06-01,16:40:00,Hawthorn,GWS Giants,MCG,94,87,NA,14,10,13,9,1.01,16.02
2014-06-01,15:20:00,Western Bulldogs,Fremantle,Marvel Stadium,51,89,NA,6,15,13,11,5.28,1.15
2014-06-01,12:40:00,Adelaide,Gold Coast,Adelaide Oval,109,77,NA,16,13,11,11,1.54,2.46
2014-05-31,19:45:00,Essendon,Richmond,MCG,104,54,NA,15,14,7,12,1.68,2.16
2014-05-31,16:40:00,Brisbane,Carlton,Gabba,98,91,NA,14,14,13,13,2.86,1.41
2014-05-31,13:10:00,Melbourne,Port Adelaide,Traeger Park,75,95,NA,11,9,14,11,6.04,1.12
2014-05-30,19:50:00,St Kilda,Collingwood,Marvel Stadium,54,140,NA,8,6,21,14,8.45,1.06
2014-05-29,19:10:00,Sydney,Geelong,SCG,148,38,NA,22,16,5,8,1.39,3
2014-05-25,16:40:00,Carlton,Adelaide,MCG,81,76,NA,12,9,10,16,2.25,1.63
2014-05-25,15:20:00,Gold Coast,Western Bulldogs,Metricon Stadium,119,74,NA,18,11,10,14,1.22,4.31
2014-05-24,19:10:00,Port Adelaide,Hawthorn,Adelaide Oval,100,86,NA,15,10,13,8,1.53,2.46
2014-05-24,16:40:00,Collingwood,West Coast,MCG,109,101,NA,17,7,15,11,1.3,3.48
2014-05-24,13:40:00,GWS Giants,Richmond,Spotless Stadium,41,154,NA,5,11,24,10,3.19,1.34
2014-05-23,19:50:00,Geelong,North Melbourne,GMHBA Stadium,111,91,NA,16,15,13,13,1.54,2.46
2014-05-18,16:40:00,St Kilda,Gold Coast,Marvel Stadium,87,125,NA,13,9,19,11,4.03,1.24
2014-05-17,17:40:00,Fremantle,Geelong,Domain Stadium,96,64,NA,13,18,9,10,1.79,2
2014-05-17,16:40:00,North Melbourne,Brisbane,Marvel Stadium,125,38,NA,17,23,6,2,1.06,9.34
2014-05-17,13:40:00,Richmond,Melbourne,MCG,74,91,NA,9,20,14,7,1.18,4.7
2014-05-16,19:50:00,Essendon,Sydney,Marvel Stadium,64,114,NA,9,10,18,6,3.13,1.36
2014-05-15,19:20:00,Adelaide,Collingwood,Adelaide Oval,76,55,NA,10,16,7,13,2.71,1.45
2014-05-12,19:20:00,St Kilda,Carlton,Marvel Stadium,69,101,NA,9,15,15,11,3.2,1.35
2014-05-11,14:40:00,West Coast,GWS Giants,Domain Stadium,188,77,NA,30,8,12,5,1.06,9.29
2014-05-10,19:40:00,Melbourne,Western Bulldogs,MCG,83,99,NA,12,11,15,9,2.73,1.44
2014-05-10,16:40:00,Brisbane,Essendon,Gabba,57,65,NA,8,9,9,11,3.91,1.25
2014-05-10,13:10:00,Port Adelaide,Fremantle,Adelaide Oval,94,76,NA,13,16,11,10,1.54,2.43
2014-05-09,19:50:00,Sydney,Hawthorn,ANZ Stadium,107,88,NA,15,17,13,10,2.16,1.68
2014-05-04,14:40:00,West Coast,Fremantle,Domain Stadium,54,73,NA,7,12,11,7,2.81,1.42
2014-05-04,15:20:00,Geelong,Richmond,MCG,81,76,NA,11,15,12,4,1.19,4.49
2014-05-04,13:10:00,North Melbourne,Gold Coast,Marvel Stadium,77,120,NA,11,11,18,12,1.26,3.78
2014-05-03,19:40:00,Brisbane,Sydney,Gabba,44,123,NA,6,8,18,15,4.64,1.19
2014-05-03,19:40:00,Essendon,Western Bulldogs,Marvel Stadium,73,65,NA,10,13,9,11,1.31,3.45
2014-05-03,16:10:00,Adelaide,Melbourne,Adelaide Oval,67,70,NA,9,13,11,4,1.06,8.79
2014-05-03,14:10:00,GWS Giants,Port Adelaide,UNSW Canberra Oval,97,132,NA,15,7,20,12,8.46,1.07
2014-05-03,13:45:00,Hawthorn,St Kilda,MCG,175,30,NA,27,13,4,6,1.04,11.17
2014-05-02,19:50:00,Carlton,Collingwood,MCG,70,104,NA,10,10,14,20,3.95,1.25
2014-04-27,16:10:00,Port Adelaide,Geelong,Adelaide Oval,107,67,NA,16,11,9,13,2.08,1.74
2014-04-27,15:20:00,Richmond,Hawthorn,MCG,52,118,NA,7,10,18,10,5.04,1.17
2014-04-27,13:10:00,Western Bulldogs,Adelaide,Marvel Stadium,83,92,NA,12,11,13,14,2.37,1.58
2014-04-26,19:40:00,Melbourne,Sydney,MCG,38,69,NA,5,8,9,15,7.09,1.09
2014-04-26,16:40:00,Carlton,West Coast,Marvel Stadium,92,89,NA,14,8,12,17,2.03,1.76
2014-04-26,13:40:00,Gold Coast,GWS Giants,Metricon Stadium,134,94,NA,20,14,13,16,1.18,4.69
2014-04-25,18:40:00,Fremantle,North Melbourne,Domain Stadium,61,74,NA,8,13,10,14,1.27,3.74
2014-04-25,19:45:00,St Kilda,Brisbane,Westpac Stadium,79,82,NA,11,13,12,10,1.37,3.1
2014-04-25,14:40:00,Collingwood,Essendon,MCG,83,60,NA,12,11,8,12,1.55,2.42
